0,0,0,quantité,date
4410,84,4,31,2021-05-20
4411,13,8,40,2021-05-20
4412,11,1,21,2021-05-20
4413,19,18,27,2021-05-21
4414,13,14,5,2021-05-21
4415,16,6,4,2021-05-21
4416,23,13,32,2021-05-21
4417,85,19,49,2021-05-21
4418,78,5,19,2021-05-21
4419,26,29,25,2021-05-21
4420,75,8,42,2021-05-21
4421,56,1,3,2021-05-21
4422,29,3,10,2021-05-21
4423,24,15,39,2021-05-21
4424,7,8,15,2021-05-21
4425,52,21,26,2021-05-22
4426,5,19,6,2021-05-22
4427,13,9,19,2021-05-22
4428,10,8,4,2021-05-22
4429,10,14,35,2021-05-22
4430,5,23,5,2021-05-22
4431,16,20,34,2021-05-22
4432,61,18,47,2021-05-22
4433,26,29,31,2021-05-22
4434,52,9,19,2021-05-22
4435,55,29,13,2021-05-23
4436,6,28,10,2021-05-23
4437,93,7,33,2021-05-23
4438,55,20,5,2021-05-23
4439,67,14,14,2021-05-23
4440,42,4,16,2021-05-23
4441,29,8,7,2021-05-23
4442,26,14,15,2021-05-23
4443,51,8,20,2021-05-23
4444,8,27,36,2021-05-23
4445,8,12,45,2021-05-23
4446,63,20,23,2021-05-23
4447,29,9,33,2021-05-23
4448,55,5,8,2021-05-24
4449,21,9,34,2021-05-24
4450,62,8,16,2021-05-24
4451,48,30,11,2021-05-24
4452,5,5,40,2021-05-24
4453,72,28,24,2021-05-24
4454,92,27,27,2021-05-24
4455,42,1,28,2021-05-24
4456,26,30,40,2021-05-25
4457,49,12,9,2021-05-25
4458,29,11,50,2021-05-25
4459,55,28,27,2021-05-25
4460,72,9,48,2021-05-25
4461,55,5,30,2021-05-25
4462,36,24,6,2021-05-26
4463,5,9,17,2021-05-26
4464,100,28,2,2021-05-26
4465,26,13,13,2021-05-26
4466,16,13,40,2021-05-26
4467,10,8,28,2021-05-26
4468,63,7,20,2021-05-26
4469,56,28,37,2021-05-26
4470,10,8,2,2021-05-26
4471,13,2,7,2021-05-26
4472,18,14,37,2021-05-27
4473,11,4,46,2021-05-27
4474,1,8,26,2021-05-27
4475,98,4,24,2021-05-27
4476,40,1,16,2021-05-27
4477,56,31,30,2021-05-27
4478,16,27,16,2021-05-27
4479,29,9,14,2021-05-27
4480,66,15,1,2021-05-28
4481,55,14,5,2021-05-28
4482,44,28,21,2021-05-28
4483,13,12,6,2021-05-28
4484,8,12,17,2021-05-28
4485,70,9,12,2021-05-28
4486,4,1,12,2021-05-28
4487,83,8,21,2021-05-29
4488,50,14,21,2021-05-29
4489,39,5,15,2021-05-29
4490,55,30,12,2021-05-29
4491,3,14,6,2021-05-29
4492,50,1,32,2021-05-29
4493,27,28,40,2021-05-29
4494,16,8,7,2021-05-29
4495,66,4,13,2021-05-29
4496,34,6,1,2021-05-29
4497,16,3,35,2021-05-29
4498,21,13,44,2021-05-29
4499,80,15,11,2021-05-30
4500,51,4,1,2021-05-30
4501,52,12,8,2021-05-30
4502,52,28,45,2021-05-30
4503,71,17,17,2021-05-30
4504,5,20,6,2021-05-30
4505,2,13,34,2021-05-30
4506,5,28,39,2021-05-30
4507,5,1,16,2021-05-30
4508,5,31,34,2021-05-30
4509,56,28,43,2021-05-31
4510,52,29,5,2021-05-31
4511,26,12,5,2021-05-31
4512,4,27,45,2021-05-31
4513,26,25,30,2021-05-31
4514,70,8,26,2021-05-31
4515,4,8,36,2021-05-31
4516,30,14,3,2021-05-31
4517,52,3,12,2021-05-31
4518,3,1,34,2021-06-01
4519,16,27,2,2021-06-01
4520,2,9,17,2021-06-01
4521,16,4,21,2021-06-01
4522,16,5,23,2021-06-01
4523,99,28,3,2021-06-01
4524,99,11,18,2021-06-01
4525,87,15,2,2021-06-01
4526,5,9,2,2021-06-01
4527,1,27,30,2021-06-01
4528,56,9,45,2021-06-01
4529,4,17,21,2021-06-01
4530,27,6,22,2021-06-02
4531,96,13,34,2021-06-02
4532,29,2,41,2021-06-02
4533,85,11,46,2021-06-02
4534,5,23,37,2021-06-02
4535,18,28,38,2021-06-02
4536,10,23,15,2021-06-02
4537,10,18,41,2021-06-03
4538,6,14,35,2021-06-03
4539,71,28,33,2021-06-03
4540,16,27,20,2021-06-03
4541,73,8,26,2021-06-03
4542,44,22,46,2021-06-03
4543,31,16,2,2021-06-03
4544,5,6,18,2021-06-03
4545,26,17,7,2021-06-03
4546,1,6,31,2021-06-03
4547,10,15,28,2021-06-04
4548,16,19,46,2021-06-04
4549,22,31,4,2021-06-04
4550,44,19,14,2021-06-04
4551,10,16,22,2021-06-04
4552,71,8,44,2021-06-04
4553,54,2,40,2021-06-04
4554,26,16,6,2021-06-04
4555,26,9,35,2021-06-04
4556,8,10,33,2021-06-04
4557,17,5,36,2021-06-04
4558,15,12,14,2021-06-04
4559,9,13,15,2021-06-04
4560,53,23,16,2021-06-04
4561,72,31,43,2021-06-04
4562,97,28,13,2021-06-04
4563,16,24,20,2021-06-04
4564,1,1,43,2021-06-05
4565,62,2,47,2021-06-05
4566,80,8,21,2021-06-05
4567,5,9,1,2021-06-05
4568,55,13,50,2021-06-05
4569,63,30,21,2021-06-05
4570,5,27,3,2021-06-05
4571,5,13,29,2021-06-06
4572,8,17,13,2021-06-06
4573,24,3,11,2021-06-06
4574,5,31,3,2021-06-06
4575,5,14,29,2021-06-06
4576,3,18,18,2021-06-06
4577,83,8,13,2021-06-06
4578,51,19,27,2021-06-06
4579,40,23,47,2021-06-06
4580,56,11,12,2021-06-06
4581,7,5,7,2021-06-07
4582,53,18,22,2021-06-07
4583,3,9,2,2021-06-07
4584,3,18,43,2021-06-07
4585,55,17,18,2021-06-07
4586,16,1,2,2021-06-07
4587,47,27,39,2021-06-07
4588,97,14,50,2021-06-07
4589,26,2,49,2021-06-07
4590,10,10,10,2021-06-07
4591,78,24,15,2021-06-07
4592,30,13,41,2021-06-07
4593,13,4,46,2021-06-08
4594,4,14,50,2021-06-08
4595,98,27,39,2021-06-08
4596,23,17,39,2021-06-08
4597,30,15,22,2021-06-08
4598,5,10,16,2021-06-08
4599,5,5,5,2021-06-08
4600,49,1,36,2021-06-09
4601,26,4,27,2021-06-09
4602,13,1,22,2021-06-09
4603,10,31,25,2021-06-09
4604,63,15,22,2021-06-09
4605,76,7,25,2021-06-09
4606,13,27,47,2021-06-09
4607,8,3,27,2021-06-09
4608,13,27,21,2021-06-10
4609,5,9,41,2021-06-10
4610,29,8,17,2021-06-10
4611,55,1,42,2021-06-10
4612,40,30,10,2021-06-10
4613,72,2,36,2021-06-10
4614,10,4,40,2021-06-10
4615,1,28,29,2021-06-10
4616,1,9,23,2021-06-10
4617,38,25,46,2021-06-10
4618,70,17,41,2021-06-10
4619,26,24,50,2021-06-10
4620,4,15,7,2021-06-10
4621,5,2,9,2021-06-10
4622,40,9,31,2021-06-11
4623,5,5,5,2021-06-11
4624,92,6,4,2021-06-11
4625,8,20,28,2021-06-11
4626,50,31,2,2021-06-11
4627,77,6,1,2021-06-11
4628,70,7,20,2021-06-11
4629,4,31,24,2021-06-11
4630,55,18,45,2021-06-11
4631,16,8,30,2021-06-12
4632,76,9,36,2021-06-12
4633,57,10,38,2021-06-12
4634,11,18,36,2021-06-12
4635,74,1,14,2021-06-12
4636,42,14,26,2021-06-12
4637,95,12,36,2021-06-12
4638,62,9,12,2021-06-13
4639,50,20,36,2021-06-13
4640,23,6,31,2021-06-13
4641,8,10,12,2021-06-14
4642,49,31,15,2021-06-14
4643,24,9,13,2021-06-14
4644,26,21,45,2021-06-14
4645,45,6,7,2021-06-14
4646,83,16,1,2021-06-14
4647,16,28,15,2021-06-14
4648,66,14,45,2021-06-14
4649,5,28,15,2021-06-14
4650,5,4,28,2021-06-15
4651,96,1,22,2021-06-15
4652,1,18,32,2021-06-15
4653,4,25,6,2021-06-15
4654,68,30,38,2021-06-15
4655,26,18,25,2021-06-15
4656,5,21,18,2021-06-15
4657,34,9,48,2021-06-15
4658,7,3,22,2021-06-16
4659,13,3,38,2021-06-16
4660,52,5,22,2021-06-16
4661,5,27,30,2021-06-16
4662,32,28,50,2021-06-16
4663,62,9,38,2021-06-16
4664,10,5,38,2021-06-16
4665,12,14,27,2021-06-16
4666,99,13,43,2021-06-16
4667,5,15,9,2021-06-16
4668,29,1,35,2021-06-16
4669,33,27,38,2021-06-17
4670,5,10,18,2021-06-17
4671,16,20,26,2021-06-17
4672,63,4,15,2021-06-17
4673,5,6,34,2021-06-17
4674,2,19,21,2021-06-17
4675,67,31,2,2021-06-17
4676,16,14,10,2021-06-17
4677,59,8,43,2021-06-17
4678,36,30,41,2021-06-17
4679,13,1,36,2021-06-17
4680,31,14,9,2021-06-17
4681,60,12,40,2021-06-17
4682,39,6,48,2021-06-17
4683,5,15,39,2021-06-18
4684,5,4,24,2021-06-18
4685,71,5,13,2021-06-18
4686,26,28,47,2021-06-18
4687,71,1,26,2021-06-18
4688,73,15,44,2021-06-18
4689,13,6,10,2021-06-18
4690,5,10,37,2021-06-18
4691,30,27,4,2021-06-18
4692,40,31,3,2021-06-18
4693,88,1,18,2021-06-19
4694,13,22,45,2021-06-19
4695,5,23,3,2021-06-19
4696,52,1,21,2021-06-19
4697,61,22,2,2021-06-19
4698,5,25,8,2021-06-19
4699,3,5,25,2021-06-19
4700,3,21,2,2021-06-19
4701,55,16,19,2021-06-19
4702,26,6,12,2021-06-19
4703,44,9,42,2021-06-19
4704,98,19,34,2021-06-20
4705,63,9,23,2021-06-20
4706,10,1,15,2021-06-20
4707,92,31,24,2021-06-20
4708,27,2,23,2021-06-20
4709,88,8,5,2021-06-20
4710,66,18,18,2021-06-20
4711,16,20,15,2021-06-20
4712,20,13,40,2021-06-20
4713,89,1,43,2021-06-21
4714,68,21,19,2021-06-21
4715,5,2,26,2021-06-21
4716,4,14,6,2021-06-21
4717,19,14,39,2021-06-21
4718,100,30,42,2021-06-21
4719,2,8,37,2021-06-21
4720,77,16,49,2021-06-21
4721,16,5,10,2021-06-21
4722,42,6,28,2021-06-21
4723,55,22,9,2021-06-21
4724,44,25,35,2021-06-21
4725,8,15,33,2021-06-21
4726,48,1,46,2021-06-21
4727,87,1,34,2021-06-22
4728,20,6,28,2021-06-22
4729,19,2,48,2021-06-22
4730,73,28,11,2021-06-22
4731,62,8,5,2021-06-22
4732,24,10,25,2021-06-22
4733,24,28,13,2021-06-22
4734,27,3,13,2021-06-23
4735,15,2,16,2021-06-23
4736,70,27,43,2021-06-23
4737,26,6,35,2021-06-23
4738,5,9,18,2021-06-23
4739,20,19,34,2021-06-23
4740,1,25,26,2021-06-24
4741,1,19,34,2021-06-24
4742,19,15,7,2021-06-24
4743,76,18,33,2021-06-24
4744,36,30,30,2021-06-24
4745,56,18,50,2021-06-24
4746,5,13,4,2021-06-24
4747,23,22,42,2021-06-24
4748,52,2,5,2021-06-24
4749,5,22,11,2021-06-25
4750,45,5,25,2021-06-25
4751,5,22,42,2021-06-25
4752,89,9,13,2021-06-25
4753,28,13,48,2021-06-25
4754,1,14,12,2021-06-25
4755,35,3,3,2021-06-25
4756,62,24,32,2021-06-25
4757,5,2,33,2021-06-26
4758,79,8,29,2021-06-26
4759,78,4,8,2021-06-26
4760,60,15,31,2021-06-26
4761,79,27,27,2021-06-26
4762,95,22,13,2021-06-26
4763,67,30,21,2021-06-26
4764,16,7,34,2021-06-26
4765,69,6,18,2021-06-26
4766,98,1,12,2021-06-26
4767,74,1,45,2021-06-27
4768,5,15,30,2021-06-27
4769,3,8,18,2021-06-27
4770,19,6,28,2021-06-27
4771,6,15,47,2021-06-27
4772,55,10,32,2021-06-27
4773,69,1,21,2021-06-27
4774,2,8,43,2021-06-27
4775,9,13,9,2021-06-27
4776,5,5,29,2021-06-27
4777,5,6,39,2021-06-27
4778,5,11,29,2021-06-27
4779,34,16,20,2021-06-27
4780,87,3,42,2021-06-27
4781,16,14,26,2021-06-28
4782,29,3,14,2021-06-28
4783,44,14,12,2021-06-28
4784,31,5,27,2021-06-28
4785,5,22,26,2021-06-28
4786,5,19,36,2021-06-28
4787,55,14,7,2021-06-28
4788,14,1,8,2021-06-28
4789,99,15,46,2021-06-29
4790,8,6,32,2021-06-29
4791,87,12,44,2021-06-29
4792,22,18,28,2021-06-29
4793,10,13,37,2021-06-29
4794,4,14,35,2021-06-29
4795,70,27,45,2021-06-29
4796,93,5,28,2021-06-29
4797,39,16,23,2021-06-29
4798,40,14,43,2021-06-29
4799,83,15,3,2021-06-29
4800,64,28,7,2021-06-29
4801,8,3,37,2021-06-29
4802,28,31,30,2021-06-30
4803,16,15,40,2021-06-30
4804,8,6,32,2021-06-30
4805,32,30,3,2021-06-30
4806,34,3,22,2021-06-30
4807,4,5,33,2021-06-30
4808,99,15,45,2021-06-30
4809,37,13,14,2021-07-01
4810,24,3,48,2021-07-01
4811,14,18,31,2021-07-01
4812,26,6,42,2021-07-01
4813,33,27,4,2021-07-01
4814,55,6,23,2021-07-01
4815,63,17,7,2021-07-01
4816,55,15,19,2021-07-01
4817,5,28,34,2021-07-01
4818,5,13,27,2021-07-02
4819,55,3,26,2021-07-02
4820,26,1,26,2021-07-02
4821,95,12,27,2021-07-02
4822,5,6,39,2021-07-02
4823,96,4,15,2021-07-02
4824,17,9,23,2021-07-02
4825,99,10,6,2021-07-02
4826,88,3,22,2021-07-02
4827,69,11,24,2021-07-03
4828,16,17,18,2021-07-03
4829,26,27,22,2021-07-03
4830,34,23,48,2021-07-03
4831,34,5,30,2021-07-03
4832,25,6,24,2021-07-03
4833,17,27,39,2021-07-03
4834,88,11,37,2021-07-03
4835,24,28,23,2021-07-03
4836,5,9,14,2021-07-03
4837,60,4,29,2021-07-03
4838,50,14,5,2021-07-03
4839,25,15,14,2021-07-04
4840,20,11,17,2021-07-04
4841,8,12,25,2021-07-04
4842,55,18,5,2021-07-04
4843,16,14,37,2021-07-04
4844,91,4,18,2021-07-04
4845,10,27,50,2021-07-04
4846,2,16,5,2021-07-04
4847,70,4,6,2021-07-04
4848,7,31,43,2021-07-04
4849,24,3,28,2021-07-04
4850,73,9,43,2021-07-04
4851,26,13,12,2021-07-04
4852,52,28,46,2021-07-04
4853,8,8,11,2021-07-04
4854,16,29,25,2021-07-05
4855,80,8,2,2021-07-05
4856,56,5,46,2021-07-05
4857,29,12,27,2021-07-05
4858,90,2,28,2021-07-05
4859,26,27,26,2021-07-05
4860,2,15,1,2021-07-05
4861,74,14,22,2021-07-06
4862,26,23,2,2021-07-06
4863,4,15,23,2021-07-06
4864,51,13,18,2021-07-06
4865,21,20,24,2021-07-06
4866,55,7,18,2021-07-06
4867,75,28,34,2021-07-06
4868,64,20,36,2021-07-06
4869,34,19,41,2021-07-06
4870,36,24,35,2021-07-06
4871,5,15,30,2021-07-06
4872,8,6,50,2021-07-07
4873,45,14,21,2021-07-07
4874,5,14,4,2021-07-07
4875,13,1,4,2021-07-07
4876,18,18,34,2021-07-07
4877,19,21,18,2021-07-07
4878,86,15,4,2021-07-07
4879,19,23,12,2021-07-07
4880,8,1,27,2021-07-08
4881,60,2,41,2021-07-08
4882,39,28,9,2021-07-08
4883,19,27,14,2021-07-08
4884,27,16,23,2021-07-08
4885,24,16,19,2021-07-08
4886,55,5,29,2021-07-08
4887,18,24,12,2021-07-08
4888,1,15,45,2021-07-08
4889,24,30,27,2021-07-09
4890,3,6,28,2021-07-09
4891,45,13,14,2021-07-09
4892,16,1,48,2021-07-09
4893,69,9,19,2021-07-09
4894,13,1,8,2021-07-09
4895,95,5,24,2021-07-10
4896,78,26,29,2021-07-10
4897,29,6,33,2021-07-10
4898,10,27,32,2021-07-10
4899,5,31,48,2021-07-10
4900,26,15,29,2021-07-10
4901,38,16,48,2021-07-10
4902,78,28,37,2021-07-10
4903,33,1,22,2021-07-10
4904,4,30,44,2021-07-10
4905,52,1,29,2021-07-11
4906,51,11,19,2021-07-11
4907,8,20,40,2021-07-11
4908,16,1,27,2021-07-11
4909,8,16,44,2021-07-11
4910,50,18,24,2021-07-11
4911,63,13,2,2021-07-11
4912,8,13,43,2021-07-11
4913,56,19,19,2021-07-11
4914,42,14,41,2021-07-12
4915,3,20,17,2021-07-12
4916,10,9,42,2021-07-12
4917,5,9,33,2021-07-12
4918,63,8,22,2021-07-12
4919,55,6,38,2021-07-12
4920,55,4,26,2021-07-13
4921,13,14,14,2021-07-13
4922,1,9,32,2021-07-13
4923,97,8,48,2021-07-13
4924,24,6,32,2021-07-13
4925,5,10,2,2021-07-13
4926,10,25,41,2021-07-13
4927,5,18,40,2021-07-13
4928,24,16,22,2021-07-13
4929,13,6,7,2021-07-14
4930,44,14,23,2021-07-14
4931,14,4,7,2021-07-14
4932,45,5,41,2021-07-14
4933,22,9,2,2021-07-14
4934,60,13,29,2021-07-14
4935,100,1,17,2021-07-14
4936,66,11,20,2021-07-14
4937,5,19,13,2021-07-15
4938,16,15,48,2021-07-15
4939,5,9,26,2021-07-15
4940,16,26,13,2021-07-15
4941,54,14,45,2021-07-15
4942,44,3,35,2021-07-15
4943,5,28,50,2021-07-15
4944,19,16,10,2021-07-16
4945,5,30,42,2021-07-16
4946,5,1,10,2021-07-16
4947,55,1,41,2021-07-16
4948,88,2,32,2021-07-16
4949,16,8,1,2021-07-16
4950,54,15,14,2021-07-16
4951,83,11,7,2021-07-16
4952,55,13,43,2021-07-16
4953,70,28,47,2021-07-17
4954,10,1,35,2021-07-17
4955,19,23,31,2021-07-17
4956,90,26,37,2021-07-17
4957,14,21,20,2021-07-17
4958,93,11,50,2021-07-17
4959,23,8,26,2021-07-17
4960,17,2,32,2021-07-17
4961,26,9,43,2021-07-17
4962,5,1,32,2021-07-17
4963,8,3,10,2021-07-17
4964,98,1,1,2021-07-17
4965,41,4,41,2021-07-18
4966,63,10,18,2021-07-18
4967,5,1,25,2021-07-18
4968,39,3,16,2021-07-18
4969,32,18,23,2021-07-18
4970,44,13,18,2021-07-18
4971,63,5,12,2021-07-18
4972,4,28,4,2021-07-18
4973,13,9,46,2021-07-19
4974,27,8,26,2021-07-19
4975,5,13,44,2021-07-19
4976,13,20,25,2021-07-19
4977,23,13,50,2021-07-19
4978,32,20,13,2021-07-19
4979,26,20,40,2021-07-20
4980,81,5,35,2021-07-20
4981,88,28,25,2021-07-20
4982,43,20,23,2021-07-20
4983,5,27,28,2021-07-20
4984,8,5,23,2021-07-20
4985,52,17,43,2021-07-20
4986,26,18,50,2021-07-20
4987,14,13,3,2021-07-20
4988,41,4,12,2021-07-21
4989,5,4,18,2021-07-21
4990,5,14,3,2021-07-21
4991,8,8,35,2021-07-21
4992,29,16,30,2021-07-21
4993,19,6,15,2021-07-21
4994,93,3,9,2021-07-21
4995,14,2,39,2021-07-21
4996,55,18,4,2021-07-21
4997,54,15,33,2021-07-21
4998,5,28,3,2021-07-21
4999,10,31,33,2021-07-21
5000,18,19,25,2021-07-21
5001,19,14,24,2021-07-21
5002,42,31,21,2021-07-21
5003,29,17,4,2021-07-22
5004,43,6,37,2021-07-22
5005,71,14,46,2021-07-22
5006,5,30,11,2021-07-22
5007,2,6,24,2021-07-22
5008,70,14,20,2021-07-22
5009,16,5,33,2021-07-22
5010,16,19,1,2021-07-22
5011,32,21,11,2021-07-23
5012,81,5,3,2021-07-23
5013,8,8,24,2021-07-23
5014,27,28,19,2021-07-23
5015,5,5,4,2021-07-23
5016,62,11,27,2021-07-23
5017,55,6,39,2021-07-23
5018,75,14,28,2021-07-23
5019,40,14,9,2021-07-23
5020,16,9,9,2021-07-23
5021,5,13,3,2021-07-23
5022,25,5,26,2021-07-23
5023,56,19,49,2021-07-23
5024,8,9,33,2021-07-23
5025,57,3,19,2021-07-24
5026,26,6,16,2021-07-24
5027,24,20,5,2021-07-24
5028,8,4,38,2021-07-24
5029,99,20,27,2021-07-24
5030,6,10,1,2021-07-24
5031,5,16,32,2021-07-24
5032,52,9,45,2021-07-24
5033,22,8,25,2021-07-24
5034,31,1,34,2021-07-24
5035,7,14,17,2021-07-24
5036,71,10,16,2021-07-24
5037,49,1,10,2021-07-24
5038,2,9,12,2021-07-24
5039,31,6,17,2021-07-25
5040,14,17,2,2021-07-25
5041,5,18,33,2021-07-25
5042,4,8,11,2021-07-25
5043,5,1,27,2021-07-25
5044,72,28,41,2021-07-25
5045,42,26,19,2021-07-25
5046,72,24,12,2021-07-25
5047,18,28,41,2021-07-25
5048,56,27,11,2021-07-25
5049,58,20,32,2021-07-26
5050,16,4,25,2021-07-26
5051,34,15,2,2021-07-26
5052,4,15,7,2021-07-26
5053,61,12,50,2021-07-26
5054,5,15,21,2021-07-26
5055,66,18,7,2021-07-27
5056,51,4,47,2021-07-27
5057,22,15,46,2021-07-27
5058,55,6,35,2021-07-27
5059,26,23,15,2021-07-27
5060,3,8,29,2021-07-27
5061,72,30,9,2021-07-27
5062,50,22,29,2021-07-28
5063,99,2,20,2021-07-28
5064,40,1,7,2021-07-28
5065,22,15,26,2021-07-28
5066,5,28,44,2021-07-28
5067,13,27,21,2021-07-28
5068,9,9,46,2021-07-28
5069,5,28,3,2021-07-28
5070,5,5,43,2021-07-28
5071,39,28,30,2021-07-28
5072,16,11,21,2021-07-28
5073,49,3,12,2021-07-28
5074,61,24,30,2021-07-28
5075,78,13,39,2021-07-29
5076,16,4,30,2021-07-29
5077,69,14,38,2021-07-29
5078,8,28,22,2021-07-29
5079,56,13,8,2021-07-29
5080,95,1,42,2021-07-29
5081,23,16,25,2021-07-29
5082,13,14,26,2021-07-29
5083,32,1,47,2021-07-29
5084,65,28,45,2021-07-29
5085,63,6,1,2021-07-29
5086,19,26,8,2021-07-30
5087,35,12,4,2021-07-30
5088,66,13,49,2021-07-30
5089,86,13,44,2021-07-30
5090,16,9,27,2021-07-30
5091,38,23,10,2021-07-30
5092,38,26,44,2021-07-30
5093,8,1,4,2021-07-30
5094,57,28,42,2021-07-30
5095,5,6,29,2021-07-30
5096,16,9,43,2021-07-30
5097,39,8,8,2021-07-31
5098,55,14,29,2021-07-31
5099,50,9,1,2021-07-31
5100,22,1,39,2021-07-31
5101,50,28,31,2021-07-31
5102,98,27,31,2021-07-31
5103,32,19,7,2021-07-31
5104,69,6,11,2021-07-31
5105,55,12,45,2021-07-31
5106,3,3,37,2021-07-31
5107,16,11,2,2021-07-31
5108,65,28,49,2021-07-31
5109,3,20,47,2021-08-01
5110,5,13,7,2021-08-01
5111,23,26,36,2021-08-01
5112,33,16,40,2021-08-01
5113,50,1,44,2021-08-01
5114,10,3,30,2021-08-01
5115,14,8,50,2021-08-01
5116,39,1,33,2021-08-01
5117,8,14,12,2021-08-01
5118,63,20,14,2021-08-01
5119,7,7,38,2021-08-01
5120,40,3,16,2021-08-02
5121,19,16,50,2021-08-02
5122,25,5,19,2021-08-02
5123,56,3,42,2021-08-02
5124,5,25,16,2021-08-02
5125,95,4,14,2021-08-02
5126,5,19,4,2021-08-02
5127,16,15,4,2021-08-02
5128,5,3,42,2021-08-02
5129,26,14,7,2021-08-02
5130,10,13,39,2021-08-02
5131,5,9,33,2021-08-02
5132,11,6,48,2021-08-02
5133,8,27,29,2021-08-02
5134,16,17,21,2021-08-02
5135,16,24,30,2021-08-02
5136,4,18,39,2021-08-03
5137,5,11,37,2021-08-03
5138,16,11,41,2021-08-03
5139,16,1,3,2021-08-03
5140,19,10,14,2021-08-03
5141,26,17,16,2021-08-04
5142,26,19,12,2021-08-04
5143,16,18,29,2021-08-04
5144,99,3,31,2021-08-04
5145,33,6,32,2021-08-04
5146,5,10,12,2021-08-04
5147,56,3,20,2021-08-04
5148,23,28,23,2021-08-05
5149,86,10,27,2021-08-05
5150,21,4,10,2021-08-05
5151,90,13,37,2021-08-05
5152,91,20,50,2021-08-06
5153,8,15,12,2021-08-06
5154,52,2,44,2021-08-06
5155,46,2,1,2021-08-06
5156,3,26,10,2021-08-06
5157,5,24,31,2021-08-06
5158,55,1,16,2021-08-06
5159,46,9,45,2021-08-06
5160,5,31,6,2021-08-06
5161,26,31,36,2021-08-07
5162,4,2,35,2021-08-07
5163,4,3,16,2021-08-07
5164,73,1,16,2021-08-07
5165,8,15,41,2021-08-07
5166,77,27,23,2021-08-08
5167,42,25,46,2021-08-08
5168,69,27,29,2021-08-08
5169,18,15,36,2021-08-08
5170,5,11,3,2021-08-08
5171,58,6,48,2021-08-08
5172,34,11,49,2021-08-08
5173,23,30,39,2021-08-08
5174,3,16,1,2021-08-08
5175,70,20,32,2021-08-09
5176,1,16,25,2021-08-09
5177,26,20,38,2021-08-09
5178,59,15,23,2021-08-09
5179,8,28,2,2021-08-09
5180,46,5,23,2021-08-09
5181,5,30,27,2021-08-09
5182,26,27,42,2021-08-09
5183,8,13,50,2021-08-09
5184,41,10,21,2021-08-09
5185,16,8,26,2021-08-10
5186,55,8,8,2021-08-10
5187,5,13,27,2021-08-10
5188,82,3,17,2021-08-10
5189,88,13,47,2021-08-10
5190,55,28,16,2021-08-10
5191,6,18,5,2021-08-10
5192,40,28,41,2021-08-11
5193,4,11,33,2021-08-11
5194,42,18,27,2021-08-11
5195,16,6,28,2021-08-11
5196,55,6,9,2021-08-11
5197,3,1,25,2021-08-12
5198,66,6,13,2021-08-12
5199,6,7,33,2021-08-12
5200,10,1,36,2021-08-12
5201,100,15,23,2021-08-12
5202,39,28,23,2021-08-12
5203,27,31,8,2021-08-12
5204,5,14,39,2021-08-12
5205,30,31,42,2021-08-13
5206,54,13,18,2021-08-13
5207,5,16,41,2021-08-13
5208,53,2,47,2021-08-13
5209,68,17,32,2021-08-13
5210,6,30,43,2021-08-13
5211,50,21,24,2021-08-13
5212,85,26,45,2021-08-13
5213,44,16,41,2021-08-13
5214,29,15,15,2021-08-14
5215,16,15,47,2021-08-14
5216,55,28,22,2021-08-14
5217,2,6,18,2021-08-14
5218,13,15,10,2021-08-14
5219,4,6,38,2021-08-15
5220,63,23,5,2021-08-15
5221,5,7,7,2021-08-15
5222,13,23,10,2021-08-15
5223,73,19,15,2021-08-15
5224,72,3,45,2021-08-15
5225,4,2,37,2021-08-15
5226,5,27,4,2021-08-15
5227,39,28,48,2021-08-15
5228,3,15,22,2021-08-15
5229,3,8,35,2021-08-15
5230,5,15,32,2021-08-16
5231,8,30,41,2021-08-16
5232,79,11,16,2021-08-16
5233,3,7,32,2021-08-16
5234,55,21,40,2021-08-16
5235,4,6,23,2021-08-16
5236,2,20,28,2021-08-16
5237,14,28,2,2021-08-16
5238,68,8,46,2021-08-16
5239,49,3,37,2021-08-17
5240,16,15,2,2021-08-17
5241,32,11,9,2021-08-17
5242,54,6,46,2021-08-17
5243,8,18,20,2021-08-17
5244,24,30,21,2021-08-18
5245,27,3,9,2021-08-18
5246,16,6,40,2021-08-18
5247,16,9,15,2021-08-18
5248,9,1,47,2021-08-18
5249,78,9,40,2021-08-18
5250,85,18,17,2021-08-18
5251,10,25,24,2021-08-18
5252,44,7,12,2021-08-18
5253,8,11,4,2021-08-18
5254,26,1,42,2021-08-19
5255,13,22,27,2021-08-19
5256,5,6,5,2021-08-19
5257,2,28,49,2021-08-19
5258,5,8,8,2021-08-19
5259,5,31,9,2021-08-19
5260,24,21,35,2021-08-19
5261,37,17,29,2021-08-19
5262,8,9,38,2021-08-19
5263,64,9,14,2021-08-19
5264,75,16,13,2021-08-19
5265,41,17,34,2021-08-20
5266,32,9,26,2021-08-20
5267,66,6,44,2021-08-20
5268,16,8,50,2021-08-20
5269,78,31,16,2021-08-20
5270,55,13,4,2021-08-20
5271,13,7,14,2021-08-20
5272,5,14,18,2021-08-20
5273,55,11,8,2021-08-21
5274,36,15,30,2021-08-21
5275,5,17,13,2021-08-21
5276,18,23,28,2021-08-21
5277,78,1,23,2021-08-21
5278,17,9,29,2021-08-21
5279,94,15,6,2021-08-22
5280,9,4,8,2021-08-22
5281,50,8,25,2021-08-22
5282,21,1,33,2021-08-22
5283,62,9,26,2021-08-23
